assetsType,dbType,name,nickname,uri,personalSign,businessSign
字段,,charge_doctor_name,责任医师姓名,cda_patient_overview,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,brxm00,病人姓名,yf_mzcf00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_name,"患者姓名,---患者本人在公安户籍管理部门正式登记注册的姓氏和名称",temp_emr_ii_anes_consent_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,cjr000,创建人,bm_ypyl00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,linkman_addr_zipcode,联系人地址-邮政编码,temp_emr_imhp_med_hpage_chn_nt,健康医疗数据规范-个人属性数据-人口统计信息-联系人信息,
字段,,iysmc0,I助医师名称,ba_brssxx_b1,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,resident_doctor_sign_name,"住院医师签名,----患者出院时所在科室具体负责诊治的,具有住院医师专业技术职务任职资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称",temp_emr_ar_death_in24_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,ssjsrq,手术结束日期,ss_yw0000,,
字段,,create_doctor_name,病历文书创作者签名,cda_icr_death,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,cjr000,创建人,bm_yysfxm,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,zje000,总金额(触发器自动修改),yj_yw0000,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,resident_health_number,城乡居民个人健康档案的编号DE01.00.009.00HDSD00.02.003,t_emr_oep_orders_nt,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,resident_health_number,"城乡居民健康档案编号,城乡居民个人健康档案的编号",icr_post_oper_first,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,dhbgr0,电话报告人,jy_wjztx0,,健康医疗数据规范-医疗应用数据-知情告知信息
字段,,register_addr_village,,cda_head_hospitalized,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,zymrjs,中药每日剂数,ys_cfxxb0,,
字段,,brxm00,病人姓名,yf_zycf00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,nationality_name,"国籍名称,",imhp_med_hpage_chn,健康医疗数据规范-个人属性数据-人口统计信息-国籍,
字段,,residence_code,住院号,t_outdept_diagnosis,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,zyts00,中药贴数,yf_mzcf00,,
字段,,doctor_sign_name,医师签名,cda_icr_salvage,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,id_card_number,患者的身份证件上的唯一法定标识符DE02.01.030.00HDSD00.02.025,t_emr_icr_discharge_nt,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,dhjsr0,电话接收人,jy_wjztx0,,健康医疗数据规范-医疗应用数据-知情告知信息
字段,,oper_intervention_name,介入物名称,cda_oper_rec,,
字段,,allergy_type,"过敏源,",inppatient_allergy,,健康医疗数据规范-健康状态数据-症状
字段,,id_card_number,,robd_patient_treat,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,linkman_phone,,icr_pre_oper_summ,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-联系人信息,
字段,,exam_tech_staff_name,,cda_ecg_rec,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,midwife_nurse_name,助产者签名,cda_vaginal_deliv,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,office_phone_no,,ct_yg_dict_nt,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,patient_birthday,病人出生日期,lis_inspection_sample_o,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,orders_exec_staff_sign_name,医嘱执行者签名,cda_orders,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,marital,婚姻状况,t_empi_patient_source,健康医疗数据规范-个人属性数据-人口统计信息-婚姻状态,
字段,,resident_health_cardno,"居民健康卡号,患者持有的全国统一的居民健康卡的编号",nor_intake_output,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,anesthesia_charge,"治疗类-手术治疗费-麻醉费,------手术治疗费中麻醉产生的费用,计量单位为元",temp_emr_imhp_med_hpage_chn_nt,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,author_name,报告者姓名,t_exam_master,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,lczdxm,临床诊断项目费,ba_syfyb0,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,bgrxm0,报告人姓名,yj_brgmjl,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-健康状态数据-检验检查数据
字段,,patient_phone,"患者本人的电话号码,包括国际、国内区号和分机号DE02.01.010.00HDSD00.02.023",t_emr_nor_oper_nursing_nt,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,register_addr_county,,ar_death_in24,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,infectious_status,"是否传染性,",inpatient,,健康医疗数据规范-健康状态数据-症状
字段,,ypnm00,药品编码,yj_brgmjl,,健康医疗数据规范-健康状态数据-检验检查数据
字段,,inspection_person,,lis_requisition_info,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,register_addr_zipcode,"户口地址-邮政编码,患者户籍登记所在地址的邮政编码",imhp_med_hpage,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,diagnosis_name,"诊疗项目简称,",medical_psec,,健康医疗数据规范-健康状态数据-症状
字段,,study_doctor_sign_name,"进修医师签名,---在患者出院时所在科室进修并参与患者诊治的进修医师签署的在公安户籍管理部门正式登记注册的姓氏和名称",temp_emr_imhp_med_hpage_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,diagnosis_date,,t_active_patient,,健康医疗数据规范-健康状态数据-症状
字段,,treat_doctor_name,就诊医师签名,cda_head_outpatient,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,zxmxid,医嘱执行明细ID,bq_yzzxmx,,健康医疗数据规范-医疗应用数据-医嘱信息
字段,,protect_staff_name,0,t_emr_mir_csect_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,id_card_number,"患者身份证号码,----患者的身份证件上的唯一法定标识符",temp_emr_somr_health_info_nt,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,anesthesia_doctor,,med_operation_schedule,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,resident_health_number,"城乡居民健康档案编号,城乡居民个人健康档案的编号",nap_nursing_plan,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,zybzhz,中医辨证论治会诊费,ba_syfyb0,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,transfer_treat_record,"转诊记录,----对患者转诊过程的描述",emr_ttr_transfr_treat_nt,,健康医疗数据规范-医疗应用数据-转诊（院）记录
字段,,in_patient_info,住院病人统计数量,cda_rec_gxwdhzlxhjzsjtj,,
字段,,discharge_doctor_name,,emr_patient_med_event_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,pesc_dispose_type,"（药品医嘱）医嘱处理方式''正常'',''嘱托'',''自备'',''门诊处理''',",medical_psec,,
字段,,doctor_sign_name,责任医师签名,cda_head_outpatient,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_doctor_sign_name,"手术者签名,为患者实施手术的主要执行人员签署的在公安户籍管理部门正式登记注册的姓氏和名称",operation_rec,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,anesthesia_grade,,ct_yp_dict_nt,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,transfer_treat_doctor_name,"转诊医师姓名,转诊医师在公安户籍管理部门正式登记注册的姓氏和名称",ttr_transfr_treat,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-转诊（院）记录
字段,,allergic_history,"过敏史,----患者既往发生过敏情况的详细描述",temp_emr_icr_pre_oper_summ_nt,,健康医疗数据规范-健康状态数据-既往病史
字段,,attending_doctor_sign_name,主治医师签名,cda_icr_admit,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,xmbfzf,医保项目部分自付合计,zy_jzb000,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,administration,管理员,med_orders,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,brgj00,国籍,bm_brxxb0,健康医疗数据规范-个人属性数据-人口统计信息-国籍,
字段,,exam_tech_staff_name,检查技师签名,cda_exam_rec,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_doctor_name,作者姓名,emr_gtr_pre_oper_visit_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,kfcw00,开放床位数,zh_zyrbb0,,
字段,,result_detail,健康情况描述,t_inpatient_out_diag,,健康医疗数据规范-医疗应用数据-病程记录;健康医疗数据规范-健康状态数据-主诉
字段,,resident_health_cardno,"居民健康卡号,患者持有的全国统一的居民健康卡的编号",inp_orders,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,intend_oper_cm3_code,拟为患者实施的手术及操作在特定编码体系中的编码DE06.00.093.00HDSD00.06.059,t_emr_gtr_pre_o_v_nt,,
字段,,author_time,报告生成时间,t_exam_master,,
字段,,seriesinformation,系列信息,ecg_series,,
字段,,drug_total_dose_num,"（药品医嘱）药物使用总剂量,服药者在一段时间内累计服用某药物的剂量总计",drug_psec_detail,,
字段,,trachea_nurse_name,气管护理名称,temp_emr_nap_nursing_plan_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,xm0000,病人姓名,zy_brxxb0,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,cxrxm0,抽血人姓名,xk_sxsq00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,sjclr0,实际处理人,jy_wjztx0,,健康医疗数据规范-医疗应用数据-知情告知信息
字段,,oper_method_desc,,cda_exam_oper,,
字段,,create_doctor_name,病历文书创作者签名,cda_icr_pre_oper_discu,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_doctor_name,"手术者姓名,为患者实施手术的主要执行人员在公安户籍管理部门正式登记注册的姓氏和名称",imhp_med_hpage,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,fourth_anesthesia_assistant,麻醉助手4;目前未使用,med_operation_master,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,ypyfmc,药品用法名称,bm_ypyf00,,
字段,,xgr000,最后修改人,ic_ybbrlb,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_name,患者本人在公安户籍管理部门正式登记注册的姓氏和名称DE02.01.039.00HDSD00.02.027,t_emr_io_inp_orders_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,sxqt00,输血品种:其他,ba_brzyxx,,健康医疗数据规范-医疗应用数据-输血记录
字段,,xb0000,性别,zy_brxxb0,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,hc_no,居民健康卡号,t_empi_patient_source,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,residence_code,住院号（唯一标识一次住院）,t_inpatient,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,patient_phone,"患者电话号码,患者本人的电话号码,包括国际、国内区号和分机号",patient_info,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,xgr000,最后修改人,bm_ypsccj,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,orders_audit_staff_name,医嘱审核者,esb_orders_info,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,shsj00,"病历审核时限(以提交时间为起始时间,单位小时)",ys_blzcxm,,健康医疗数据规范-医疗应用数据-门（急）诊病历
字段,,cjr000,创建人,bm_baxm00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,resident_doctor_sign_name,"患者出院时所在科室具体负责诊治的,具有住院医师专业技术职务任职资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称DE02.01.039.00HDSD00.11.141",t_emr_icr_discharge_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,cjr000,创建人,xt_cm3000,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,anes_doctor_sign_name,"麻醉医师签名,----对患者实施麻醉的麻醉医师签署的在公安户籍管理部门正式登记注册的姓氏和名称",temp_emr_icr_pre_oper_discu_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,insur_blance,"医保账户余额,",somr_med_expense,,
字段,,id_card_number,"患者身份证号码,患者的身份证件上的唯一法定标识符",nor_general_nursing,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,metachysis_datetime,"输血日期时间,患者输血结束时的公元纪年日期和时间的完整描述",gtr_transf,,健康医疗数据规范-医疗应用数据-输血记录
字段,,resident_health_number,城乡居民健康档案编号,temp_emr_icr_transfer_dept_nt,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,hzmd00,,zs_hzsymx,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_name,"患者姓名,---患者本人在公安户籍管理部门正式登记注册的姓氏和名称",temp_emr_nap_admit_assess_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,resident_health_number,"城乡居民健康档案编号,城乡居民个人健康档案的编号",operation_rec,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,office_email,工作联系方式：邮箱,esb_dept_info,健康医疗数据规范-个人属性数据-个人通讯信息-邮箱,
字段,,patient_marriage,,t_inpatient_first_page,健康医疗数据规范-个人属性数据-人口统计信息-婚姻状态,
字段,,tcjjzf,统筹基金支付,zy_jzb000,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,exam_item_result,"输血前有关检查项目及结果,输血前与输血相关的检查项目及检查结果描述,如HBsAg、Anti_HBs、梅毒等",ii_transf_consent,,健康医疗数据规范-医疗应用数据-输血记录
字段,,second_anesthesia_assistant,"麻醉助手2;目前解释为灌注医生1,",operation_rec,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,creator_name,创建人姓名,cda_rec_index,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,xgr000,最后修改人,bm_bqks00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,ssmc00,手术名称,ba_brssxx_b1,,
字段,,exam_report_doctor_name,做出报告的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称DE02.01.039.00HDSD00.05.001,t_emr_etr_exam_rec_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,symptom_name,"症状名称,患者出现的临床主要症状的名称",ar_disch_in24,,健康医疗数据规范-健康状态数据-症状
字段,,tzrxm0,停止人姓名,bq_ypyz00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,resident_health_number,"城乡居民健康档案编号,城乡居民个人健康档案的编号",ocdr_outp_emer,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,patient_phone,"患者本人的电话号码,包括国际、国内区号和分机号DE02.01.010.00HDSD00.02.023",t_emr_etr_exam_rec_nt,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,orders_exec_staff_name,,t_emr_gtr_general_oper_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_cm3_code_std,,cda_oper_rec,,
字段,,linkman_phone,,icr_post_oper_first,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-联系人信息,
字段,,patient_phone,,ar_death_in24,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,apply_doctor_name,申请医师姓名,t_pv_operation_rec,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,admit_datetime,"入院日期时间,患者实际办理入院手续时的公元纪年日期和时间的完整描述",icr_consultation,,健康医疗数据规范-医疗应用数据-入院记录
字段,,fm0000,国家编码分码,bm_yysfxm,,健康医疗数据规范-卫生资源数据-医院基本数据
字段,,oper_intervention_name,实施手术操作时使用或放置的材料及药物的名称DE08.50.037.00HDSD00.03.022,t_emr_ovw_emr_emer_obse_nt,,
字段,,resident_health_number,城乡居民个人健康档案的编号DE01.00.009.00HDSD00.02.003,t_emr_gtr_post_o_v_nt,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,qtfy00,其他费用,ba_syfyb0,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,xmyfmc,草药细目用法名称,bq_ypyzmx,,
字段,,diagnosis,,med_pat_inicu_information,,健康医疗数据规范-健康状态数据-症状
字段,,doctor_sign_name,医师签署的在公安户籍管理部门正式登记注册的姓氏和名称DE02.01.039.00HDSD00.03.041,t_emr_o_emr_outp_emer_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,consult_doctor_sign_name,"会诊医师签名,会诊医师签署的在公安户籍管理部门正式登记注册的姓氏和名称",icr_consultation,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,address,住址,t_active_patient,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,intend_oper_cm3_code,拟实施手术及操作编码,cda_icr_pre_oper_summ,,
字段,,sycw00,编制床位,tj_bm_bmbm00,,
字段,,qkdjmc,手术切口等级名称,ss_ywmx00,,
字段,,ypmc00,药品名称,bq_yzypsq,,
字段,,first_assistant_name,"I助姓名,---协助手术者完成手术及操作的第1助手在公安户籍管理部门正式登记注册的姓氏和名称",temp_emr_imhp_med_hpage_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_cm3_name,"手术及操作名称,---按照ICD-9-CM-3的名称",temp_emr_mir_csect_nt,,
字段,,sec_type,保险类型,t_outpatient,,
字段,,register_addr_doorplate,"户口地址-门牌号码,---患者户籍登记所在地址的门牌号码",temp_emr_imhp_med_hpage_chn_nt,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,primary_nurse_name,,emr_patient_med_event_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,csrq00,出生日期,zy_brxxb0,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,id_card_number,"患者身份证号码,患者的身份证件上的唯一法定标识符",icr_pre_oper_discu,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,id_card_number,"患者身份证号码,----患者的身份证件上的唯一法定标识符",temp_emr_icr_salvage_nt,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,qsrxm0,签收人姓名,yj_yw0000,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,misdiagnosisrate,,study,,健康医疗数据规范-健康状态数据-症状
字段,,brcsrq,出生日期,bm_brxxb0,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,chief_doctor_sign_name,"主任医师签名,------患者出院时所在科室的具有副主任医师以上专业技术职务任职资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称",tp_emr_icr_death_case_discu_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,qualitative_result,,lis_inspection_result_o,,
字段,,address,住址,lis_requisition_info,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,metachysis_reason,"输血原因,表示本次输血的原因",gtr_transf,,健康医疗数据规范-医疗应用数据-输血记录
字段,,patientnamec,,ecg_patient,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,office_phone,工作单位电话,cda_head_hospitalized,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,booker_name,,emr_somr_patient_info_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,resident_doctor_name,DE02.01.039.00,t_emr_somr_med_event_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_cm3_code,"手术及操作编码,---患者住院期间实施的手术及操作在特定编码体系中的编码",emr_somr_med_event_nt,,
字段,,nationality_name,国籍名称,temp_emr_nap_admit_assess_nt,健康医疗数据规范-个人属性数据-人口统计信息-国籍,
字段,,allergic_history,"过敏史,---患者既往发生过敏情况的详细描述",temp_emr_oemr_outp_emer_nt,,健康医疗数据规范-健康状态数据-既往病史
字段,,fee_total,费用,t_inpatient_fee,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,hostess_name,主持人姓名,cda_death_discu,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,register_addr_township,"户籍地址-乡(镇、街道办事处),患者户籍登记所在地址的乡、镇或城市的街道办事处名称",ar_admit,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,lymphonodus_exam_result,体格检查-全身浅表淋巴结检查结果,cda_icr_admit,,健康医疗数据规范-健康状态数据-体格检查
字段,,emer_obse_progress_note,"急诊留观病历中病程记录内容的详细描述,重点记录观察期间病情变化和诊疗措施DE06.00.181.00HDSD00.03.018",t_emr_ovw_emr_emer_obse_nt,,健康医疗数据规范-医疗应用数据-病程记录
字段,,transport_staff_sign_name,转运者签名,cda_oper_nur_out,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,marital_status_name,,cda_head_hospitalized,健康医疗数据规范-个人属性数据-人口统计信息-婚姻状态,
字段,,infusionetime,输液时间,blood_data_ticket_record,,健康医疗数据规范-医疗应用数据-输血记录
字段,,anes_doctor_sign_name,,emr_gtr_transf_nt_back,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,cjr000,创建人,ct_zd_dict_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,result_detail,结果描述,t_outpatient_diagnosis,,健康医疗数据规范-健康状态数据-症状
字段,,associate_nurse_sign_name,交接护士签名,cda_oper_nur_out,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operator,,cda_icu_nursing_obs,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,resident_health_cardno,患者持有的全国统一的居民健康卡的编号DE01.00.021.00HDSD00.02.035,t_emr_io_inp_orders_nt,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,referringphysician,转诊医师,ecg_study,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,cfzje0,处方总金额,yf_mzcf00,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,oper_doctor_name,"手术者姓名,为患者实施手术的主要执行人员在公安户籍管理部门正式登记注册的姓氏和名称",imhp_med_hpage_chn,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
