assetsType,dbType,name,nickname,uri,personalSign,businessSign
字段,,sex_code,性别代码，患者生理性别在特定编码体系中的代码,patient_info,,
字段,,zzzyzj,"自制中药制剂 1.是  2. 否",ba_brzyxx,,
字段,,modify_datetime,增量日期,diagnosis_out,,
字段,,consult_doctor_med_org_code,会诊医师所在医疗机构代码,icr_consultation_nt,,
字段,,yjlrbz,"医技科室录入标志\'D\'代录\'Y\'医技科室录入\'N\'医生录入",cdr_yj_yw0000,,
字段,,bed_name,病床名称,nor_vital_signs_nt,,
数据表,,ts_hd_treat_front_master,血透治疗记录首页主表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,sfdx00,"是否单选项目 如果是值域表中除备注值域外只能选一个或填写一个值域",cdr_bq_tzlb00,,
字段,,relevant_diag,其他诊断,cdr_exams,,
字段,,operate_level_code_17,手术等级17,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,brxm00,病人姓名,yf_yzypsq,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,piple_down,置管下(天总),cdr_med_operation_master,,
数据表,,etpl_dept_dist,标准科室分发表,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,num_every_time,（非药品医嘱）每次数量(收费单位)，,inp_orders,,
字段,,patient_type_code,患者就诊类型的分类代码DE02.01.060.00HDSD00.02.024,cdr_t_emr_mir_csect_nt,,
字段,,czbz00,"\'0\'新增部门，可删除，\'1\'现存部门，不可删除，\'2\'部门不存在，但不可删除",cdr_bm_bmbm00,,
字段,,pre_oper_diag_icd_name,术前诊断名称，,gtr_pre_oper_visit,,
字段,,cost,金额#|#|,cha_inp_charge_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,jymd,检验目的，,mic_report,,健康医疗数据规范-健康状态数据-人体微生物检测
字段,,dispensing_flag,抵药科室,dic_dept_dict,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,first_rtime,首次登记时间,cdr_lis_base_data_group,,
字段,,class_code,费用分类代码，,t_outpatient_fee,,
数据表,,oggm_log,监控日志表,,,
字段,,brid00,病人ID,pe_ywsj_tjz000,,
字段,,pysm00,拼音首码,ct_zd_dict_nt,,
数据表,oracle,com_operat_surgical_distribution,手术分发表,,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,zdsj00,诊断时间,ba_brzdxx,,健康医疗数据规范-健康状态数据-症状
字段,,sendstatus,发送状态,cdr_ecg_study,,
字段,,dept_id,科室代码，,sign_measure_rec,,
数据表,,qua_time_quality_record_master,病历时限记录主表,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,residence_code,住院号,t_indept_diagnosis,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,orders_audit_staff_id,医嘱审核人ID,orders,,
字段,,allergy_drug,过敏药物,emr_case_medical_record_data_record,,健康医疗数据规范-健康状态数据-过敏史
字段,,crb003,传染性非典型肺炎、,cdr_cr_crbdj0,,
字段,,contagion_history,"传染病史 ---患者既往所患各种急性或慢性传染性疾病名称的详细描述",ar_admit_nt,,健康医疗数据规范-健康状态数据-既往病史
字段,,charge_doctor_id,责任医师ID,cda_patient_overview,,
字段,,yymbid,引用模版ID,cdr_yf_mzcfmx,,
字段,,zdfs00,诊断方式,cdr_ba_brzyxx,,
字段,,isxf,销毁,blood_data_bloodount,,健康医疗数据规范-医疗应用数据-输血记录
数据表,oracle,pres_treat_recommend_diag,治疗推荐诊断关联表,,,健康医疗数据规范-医疗应用数据-诊断信息
字段,,pxsj00,排序时间(医嘱根据启用日期+排序时间排序),cdr_bq_yjyz00,,
字段,,sccjbh,生产厂家编号,bm_ypsccj,,
数据表,oracle,app_inp_apply_sheet_detail_bk0713_2,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,med_org_code,医疗机构组织机构代码，经《医疗机构执业许可证》登记的，并按照特定编码体系填写的代码,cdr_ii_dying_notice,,
字段,oracle,baby_name,婴儿姓名,pat_baby_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,birth_date,"出生日期 -----患者出生当日的公元纪年日期的完整描述",emr_ttr_transfr_treat_nt,,
字段,,outpatient_no,门(急)诊号，按照某一特定编码规则赋予门(急)诊就诊对象的顺序号,cdr_ii_dying_notice,,
字段,,diagnosis,诊断,cdr_t_outdept_diagnosis,,健康医疗数据规范-健康状态数据-症状;健康医疗数据规范-医疗应用数据-出院小结
字段,,save_cord_blood_flag,存脐带血情况标志,cda_vaginal_deliv,,
字段,,exam_item_name,检查项目名称,etr_exam_rec_nt,,
字段,,patient_name,"患者姓名 ---患者本人在公安户籍管理部门正式登记注册的姓氏和名称",etr_exam_rec_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,position1,部位1,lis_requisition_item_h,,
字段,oracle,basic_dict_category_code,基础字典（分类）编码,mob_dic_basic_dict,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,death_diag_icd_code,死亡诊断-西医诊断编码，死亡诊断在西医诊断特定编码体系中的编码,cdr_ar_death_in24,,
字段,,cur_agentdose,剂量,cdr_dict_exam_item,,
字段,,room_name,病房名称，,cdr_nor_oper_nursing,,
字段,,register_addr_province,"户口地址-省(自治区、直辖市) ---患者户籍登记所在地址的省、自治区或直辖市名称",imhp_med_hpage_nt,健康医疗数据规范-个人属性数据-人口统计信息-住址,
数据表,,emr_patient_confirm_record,病人病历确认记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,inspection_date,检查日期,cdr_lis_ins_res_mic_o,,
字段,,pzwh00,批准文号,cdr_bm_yd0000,,
字段,,rule_id,规则ID,lis_requisition_item,,
字段,,med_org_name,医疗机构名称,somr_med_expense_nt,,
字段,,dept_code,科室代码,mob_items_type_dict,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,cfmbmc,协定处方模板名称,ys_cfxxb0,,
字段,,trade_money,交易金额,set_pay_order_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,presc_dispense_staff_name,按照审核、调配后的门急诊处方，给患者发药的药剂师签署的在公安户籍管理部门正式登记注册的姓氏和名称DE02.01.039.00HDSD00.04.003,cdr_t_emr_oep_chn_presc_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,total_cost,住院总费用，患者在住院期间所有项目的费用之和，计量单位为元,cdr_imhp_med_hpage,,
字段,,ward_name,病区名称，患者当前所在病区的名称,cdr_mir_csect,,
字段,,patient_name,"患者姓名 ----患者本人在公安户籍管理部门正式登记注册的姓氏和名称",icr_salvage_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,outpatient_no,"门(急)诊号 ---按照某一特定编码规则赋予门(急)诊就诊对象的顺序号",ii_dying_notice_nt,,
字段,,cost,金额#|#|,cha_outp_orders_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,isolation_flag,隔离标志，标识对患者是否采取隔离措施的标志,cdr_nor_general_nursing,,
字段,,room_name,病房名称，,cdr_icr_death,,
字段,oracle,sex_type,性别,wz_recruit_user_info,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,cjks00,采集科室,yj_bbzjb0_back,,
字段,,hostess_name,主持人姓名,cda_icr_pre_oper_discu,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,incision_healing_level_name,手术切口愈合等级名称，,cdr_operation_rec,,
字段,,exam_way_name,检查方式名称，,mir_waitfor_deliv,,
字段,,vaginal_midwifery_way,胎儿娩出时采取的阴道助产方式的名称DE06.00.312.00HDSD00.07.064,cdr_t_emr_mir_vaginal_deliv_nt,,
字段,,price,单价,dict_exam_item,,
字段,,id_card_number,患者的身份证件上的唯一法定标识符DE02.01.030.00HDSD00.02.025,cdr_t_emr_oep_wst_presc_nt,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,operation_anesth_grade_4,手术麻醉分级4,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,protect_staff_id,护婴者ID，,mir_csect,,
字段,oracle,in_dept_code,科室编号,his_010_2022,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,symptom_start_datetime,"症状开始日期时间 ---当次症状开始发生时的公元纪年日期和时间的完整描述",etr_exam_rec_nt,,
字段,,ybqfbz,医保起付标准,cdr_bm_ybbrlb,,
数据表,oracle,or_dept_train_record,科室培训记录,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,rh_phenotype,RH表型,lis_inspection_sample_h,,
字段,,zysl00,"自由输入， 0:不自由 1:自由",cdr_pe_ywzd_jcxm00,,
字段,,patient_birthday,病人出生日期,cdr_lis_inspection_sample,,
字段,,elec_sign_datetime,签名日期时间，进行电子签名时的公元纪年日期和时间的完整描述,nor_dying,,
字段,,charge_type,费别,exam_apply,,
字段,,other_charge,其他类-其他费，患者住院期间未能归入以上各类的费用总和，计量单位为元,cdr_imhp_med_hpage_chn,,
字段,,record_datetime,病历文书创作日期时间,cda_icr_24h_rec,,
数据表,,dic_dept_clinic_room_dict,诊室字典,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,consult_doctor_med_org_code,会诊医师所在医疗机构代码，,icr_consultation,,
字段,,charge_item_id,收费项目id,lis_charge_item_combine,,
字段,,event_no,住院号/挂号号,set_order_refund_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,last_menses_date,末次月经日期,exam_apply,,健康医疗数据规范-健康状态数据-体格检查
字段,,doctor_sign_datetime,医师签名日期时间，医师进行电子签名时的公元纪年日期和时间的完整描述,cdr_ii_dying_notice,,
字段,,posit_assist_exam_result,阳性辅助检查结果，涉及阳性结果的辅助检查结果的描述,icr_discharge,,
数据表,,base_dept_doctor,科室医生关联表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,sample_tissue,送检组织,pres_pathology_sample_record,,
字段,,presc_comments,处方备注信息,drug_use,,
字段,,discharge_diag_icd_name,"出院诊断-西医诊断名称 ------患者出院时所患主要疾病的西医诊断名称",icr_discharge_nt,,
字段,oracle,modify_operator,修改人,hram_post_engage_item_detail,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,zhje00,折后金额(体检打折用),cdr_sf_fymx00,,
字段,,yflbid,"用法类别ID  BM_YFLB00",bq_yzypsq,,
字段,,id_card_number,患者身份证号码，患者的身份证件上的唯一法定标识符,nap_disch_assess,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,patient_treat_id,住院ID/挂号ID/体检ID,ii_dying_notice_nt,,
字段,,post_hos_coma_mins,颅脑损伤患者入院后昏迷时间-min，颅脑损伤患者入院后昏迷时间的分钟数,imhp_med_hpage,,
字段,,anes_doctor_sign_datetime,麻醉医师签名日期时间，麻醉医师进行电子签名时的公元纪年日期和时间的完整描述,ii_anes_consent,,
字段,,marital_status_code,婚姻状况,pat_basic_info,健康医疗数据规范-个人属性数据-人口统计信息-婚姻状态,
数据表,oracle,dic_collective_purchase_type,集采类型字典,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,me_rule,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,company_dict_value,厂商字典值ID,dict_relation_map,,
字段,,patient_index_id,"病人索引ID号 ，",medical_psec,,
字段,,operation_name_11,手术名称11,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,healthy_measures_guide,康复措施指导，医师对患者实施康复措施指导的描述,ttr_transfr_treat,,
字段,,cyl000,常用量,bm_yd0000,,
数据表,,t_pv_test_rep,检验记录主表,,,
字段,,patient_id,病人ID,bds_report_master,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,patient_index_id,"病人索引ID号 ，",ii_anes_consent,,
数据表,,cda_oper_consent,手术知情同意书,,,
字段,,table_type,表类型:0自定义表1系统表,t_ylz_table_manage,,
数据表,,por_item_config_detail,组件指标配置细表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,last_update_time,最后更新时间,t_exam_study_image,,
数据表,,pres_apply_emr_dump_info,申请单病历转储表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,patient_id,病人ID,emr_paper_qc_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,sample_class_name,标本种类名称,cdr_inspection_result_alarm,,
字段,,xb0000,性别,cdr_ys_cfxxb0,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,patient_id,病人ID,emr_dump_stage_summary,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,rehospitalization_aim,出院31天内再住院目的，患者计划在本次住院出院后31d内再住院的目的,cdr_imhp_med_hpage_chn,,
字段,,requisition_id,申请单ID,lis_requisition_item,,
数据表,,act_ru_task,流程运行时任务节点表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,china_med_observe_result,中医“四诊”观察结果的详细描述，包括望、闻、问、切四诊内容DE02.10.028.00HDSD00.03.057,cdr_t_emr_o_emr_outp_emer_nt,,
字段,,present_diag_icd_name,目前诊断-西医诊断名称,icr_stage_summ_nt,,
数据表,oracle,emr_patient_handover_record,病人病历移交表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-门（急）诊病历
数据表,,ts_hd_treat_monitor_info,血透治疗单监测信息,,,
字段,,admit_china_disease_code,入院诊断-中医病名代码，患者入院时作出的疾病诊断在中医病名特定分类体系中的代码,ar_disch_in24,,
字段,,child_sex_code,新生儿性别代码，新生儿生理性别在特定编码体系中的代码,mir_vaginal_deliv,,
字段,,pre_drag,术前用药,emr_dump_operation_record,,健康医疗数据规范-医疗应用数据-手术记录-用药记录
字段,,present_china_disease_code,目前中医诊断,cda_icr_handover,,
字段,,inspect_dept,检验科室,cdr_lis_requisition_info_h,,
字段,,pat_agent_relation_code,法定代理人与患者的关系类别在特定编码体系中的代码DE02.10.024.00HDSD00.10.010,cdr_t_emr_ii_special_cont,,
字段,,rysj00,入院时间,ba_brzyxx,,
字段,,admit_china_disease_code,入院诊断-中医病名代码，患者入院时作出的疾病诊断在中医病名特定分类体系中的代码,icr_transfer_dept,,
字段,,med_org_code,医疗机构组织机构代码，经《医疗机构执业许可证》登记的，并按照特定编码体系填写的代码,cdr_icr_rounds,,
字段,,mental_nurse_code,心理护理代码,cda_general_nursing,,
字段,,diag_code_9,诊断编码9,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,med_org_name,"医疗机构名称 ---患者就诊所在的医疗机构名称",oemr_outp_emer_nt,,
字段,,sfdzgg,"\'0\'是，\'1\'否 是否多种规格",cdr_bq_ypyzmx,,
数据表,oracle,com_staff_basic_info_lsb_hl,,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,drug_id,（药品医嘱）药物代码，,drug_psec_detail,,
字段,,data_type,数据类型,cdr_t_data_element,,
字段,,temperature_volume,"体温(℃) ---体温的测量值，计量单位为℃",mir_waitfor_deliv_nt,,
字段,,skin_disinfect_desc,"皮肤消毒描述 ---对手术中皮肤消毒情况的具体描述",emr_gtr_general_oper_nt,,
字段,,dept_id,科室代码，,mir_vaginal_deliv,,
字段,,requisition_id,检验申请单ID(条形码),t_pv_test_rep,,
字段,,thbz00,"退号标志，\'0\':已退号，\'1\':可退号，\'2\':不可退号",sf_brxxb0,,
字段,oracle,e_mail,邮箱地址,am_staff_base_info,健康医疗数据规范-个人属性数据-个人通讯信息-邮箱,
数据表,oracle,hram_engage_item_sub_son_dict,聘任评分子项字典,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,sxksrq,输血开始日期,xk_sxsq00,,
字段,oracle,attending_doctor_name,主治医师姓名,drgs_report_task,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,t_sum_quote,汇总引用数据表,,,
字段,,register_flag,注册标志,patient_out,,
字段,,input_person,录入人员,cdr_lis_base_data,,
字段,,exam_class,检查类别,dict_exam_item,,
字段,,sybz00,使用标志,bm_zyjb00,,
字段,oracle,duty_name,职务名称,hram_work_experience,健康医疗数据规范-个人属性数据-医护人员信息-岗位,
字段,,outputprice,出库价,blood_data_baginfo,,
字段,,zywz00,中医外治费,ba_syfyb0,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_phone,患者本人的电话号码，包括国际、国内区号和分机号DE02.01.010.00HDSD00.02.023,cdr_t_emr_gtr_post_o_v_nt,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,dept_code,科室编码,cq_dimension_task_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,notify_content,病危(重)通知内容，患者病情危、重时，由经治医师或值班医师向患者家属告知病情危重情况的详细描述,ii_dying_notice,,健康医疗数据规范-医疗应用数据-知情告知信息
字段,,yszid0,所属医生组ID,cdr_bq_ypyz00,,
字段,,medical_history,病史,rep_data_test,,健康医疗数据规范-健康状态数据-现病史
字段,,due_date,"预产期 ---根据产妇末次月经首日推算的预产期的公元纪年日期的完整描述",mir_waitfor_deliv_nt,,
字段,oracle,sex,性别,com_high_level_patient_info,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,attending_doctor_id,主治医师ID，,cdr_ar_death_in24,,
字段,,bz0000,备注,yf_zycf00,,
字段,oracle,doc_title,文档标题,bds_report_master,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,obstetrical_history,婚育史，患者婚育史的详细描述,ar_admit,,
数据表,oracle,sms_send_internet_give,短信平台互联网消息发送分发表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,director_dept_code,主管医生科室,app_inp_lay_drug_pool,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,zjshsj,总检审核时间,cdr_pe_ywsj_tjz000,,
字段,,psmc00,皮试名称(冗余),bq_ypyzmx,,
字段,,patient_sign_datetime,患者签名日期时间,ii_oper_consent_nt,,
字段,,operation_anesth_grade_7,手术麻醉分级7,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
数据表,oracle,app_inp_apply_sheet_0711,,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,oracle,operat_level_code,手术等级,pres_operation_apply_template,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,perfusion_assist,灌注助手,operation_record,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,post_oper_diag_icd_code,"术后诊断编码 ---术后诊断在特定编码体系中的编码",tp_emr_gtr_post_oper_visit_nt,,
数据表,,emr_nursing_measure_problem,护理措施与护理诊断表映射表,,,
字段,,oper_cm3_name,按照ICD-9-CM-3的名称DE06.00.094.00HDSD00.03.035,cdr_t_emr_nor_oper_nursing_nt,,
字段,,org_name,机构名称,dia_organization_dict,,
字段,,consult_apply_med_org_name,会诊申请医疗机构名称,icr_consultation,,
字段,,patient_id,,pat_admission_record_final,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,uterine_mouth_condition,宫口情况,cda_expectant,,
字段,,china_special_charge,中医类-中医治疗费-中医特殊治疗费,cda_mr_idx_ctm,,
字段,,visit_dept,住院科室,anes_anesthesia_record,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,exit_diameter_volume,出口横径(cm),cda_expectant,,
字段,,remark,备注,cdr_data_emr_dataset,,
字段,,shenqingmudi,申请目的,cdr_ecg_study,,
字段,,total_cost,住院总费用,cda_mr_idx_ctm,,
字段,,zxsj00,执行时间,cdr_yj_ywmx00,,
字段,,wb0000,五笔编码,cdr_bm_ghlbb0,,
字段,,gfje00,公费金额,cdr_yf_zycfmx,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
